Comment,IsGreet
两个吃份量超多,1
人很多服务员很忙不如武广那家的好吃美团很给力,1
挺好的跟老公两个人吃的很饱披萨打包回来啦光谷店很不错,1
去的光谷店很喜欢那的环境店内有无密码但人多根本不能用不建议周末去平时人就很多菜品味道和份量还算不错朋友很喜欢红枣茶个人觉得披萨味道一般个别服务员态度不好当然大多数还是挺热情的桌上放有呼叫器使用很方便总得来说还是不错的,1
环境挺好口味也不错不过人真的挺多等菜比较久,1
很划算的套餐猪扒很好吃茶也很好喝披萨也很大份三个人又加了一份猪扒吃到撑,1
两个人吃的还另点了两个甜点还可以,1
两点钟才去结果三点才上完餐太慢了,1
哈哈又来个这个星期已经是第三次来休养红茶坊了我们一般很少在外用餐只是家里来了客人的时候在外面吃一次看到秀玉在做活动就团了一张来试一下没想到的是只用了元我们个人就吃的好好以后会经常来的谢谢秀玉里的所有员工给我们带来那么美味的食物跟服务谢谢,1
限定时间没法去所以只能老公一个人去吃了很精致的小点一个人吃起来很撑呵呵,1
东西确实多划算但是材料味道越来越没感觉了上菜都没顺序,1
不错挺好吃的三个人吃足够了,1
很不错的次体验马上拍了就可以用非常好,1
味道还不错环境优雅服务有待继续提高,1
不错服务态度也很好那个喝的挺好喝挺有创意个人吃的很饱,1
服务员有点爱理不理的吃的味道还可以分量很足都没吃完茶很好喝,1
很棒的团购就是人太多上菜有点慢,1
经常在美团中团订此订单超赞服务不减价质量不减价希望经常有活动,1
上餐很快服务好三个大人一个小孩吃的蛮饱搭配也好,1
环境很好份量很足味道很棒第一次到秀玉团购感觉很不错值得再去哦今天带朋友一起去的大家一致给秀玉好评还说这里的牛排比豪客来的好吃披萨味道很好主食配上红枣桂圆茶简直绝配了有时间还去光临,1
还不错就是服务员不太热情对团购的,1
牛扒很嫩口感很好总体都不错物美价廉,1
还可以吧环境挺不错的我去的时候楼上的小孩挺多热闹,1
下午茶糕点很不错环境比较温馨,1
我们是两个大人带四个小孩去的主要给小孩吃的孩子们很满意特别喜欢那里的书因为周末人很多孩子们都等得不耐烦了正好收解救了我们呵呵由于猪扒卖完了所以两份牛扒小孩都说好吃总之感觉不错环境还行可能因为人多吧感觉没有上次在光谷那边清静下次还来,1
环境可以菜品还好两个人吃略多,1
特别喜欢桂圆红枣茶不过上的有点晚应该第一个上茶的吃牛排就不会太腻了个人原因不喜欢猪排里的薯条要的牛排成熟吃起来不错但估计成熟会更好吃整体感觉很不错建议三个人吃比较好两个人有点多,1
披萨难吃然后其他的的都可以牛扒正点就是分量有点小,1
顾客太多影响服务质量店大欺客就餐心情受到影响,0
味道不错哦而且我们三大三小刚好够,1
有点奇怪这次吃他们家东西没上次好吃猪扒好小味道也没有特别好我们团的是四人餐三个人去吃的都觉得吃不饱本来说还叫一个朋友来的最后想还是算了那个桂圆茶还蛮好喝的披萨朋友都是不好吃像烧饼我觉得还行要吃热的才好吃,1
环境还可以服务到位也挺快的,1
挺不错的,1
服务态度好饭菜可口实惠满分,1
就是人有点多等了一会儿,1
还不错三个人吃得好饱啊茶挺好喝的,1
就是牛排没有之前的热感觉是提前做好了的,1
一直都很支持秀玉的啊价格实惠主要是吃的很开心吃的很满足继续支持尤其是今天的红枣桂圆茶的味道特别好跟同事们都觉得下次要是来秀玉还要再点这个茶口感特别清新舒服牛排的分量及披萨的味道都特别好好评,1
第三次去光谷这家秀玉了虽然位置不太好找但环境很好可能因为是中午去人不多服务很到位牛排猪排意面披萨味道都不错饮料很温暖很好喝有红枣总之三个人吃得好饱很满意价格很划算下次应该还会再去,1
刚开始去服务员都很好只是快吃完的时候服务员不停的问收盘子让人很郁闷环境很不错吃的很撑红枣茶只喝一点感觉那个特别好喝实在是喝不下去了我们是俩个人去吃的披萨还打包了很不错下次再来团也希望下次会更好,1
性价比很高开始以为牛扒和猪扒是二选一居然是都有分量和口味都不因为是团购而区别对待老公赞不绝口,1
味道不用说秀玉一直都不错关键是服务也特别好没有因为我们是团购的就不想理人多的时候也都很礼貌尽量满足我们的要求非常棒,1
一家三口去的吃得很饱去的光谷步行街店就是人多的时候上下行的电梯太紧张了如果出现紧急情况逃生通道值得考虑,1
好吃比去实体店便宜太多了秀玉的环境就是好啊,1
分量足三个人去的吃的很饱,1
帮同事团的三人餐同事很满意,1
满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意,1
那天跟朋友一起去吃的四个人吃得很饱服务也很周到桂圆红枣茶很不错我和另外一个女生超爱下次有机会还会再来团购的希望秀玉越做越好,1
还行,1
哈哈味道真心很好枸杞茶一如既往的好喝回去试试自己熬的喝同学个吃的很开心服务也一流服务员一直细心的给我们加水清理桌面环境也很好听到了很多我喜欢听的音乐真是来对了地方哦下次再吃其他的菜品吧,1
还蛮有情调的离学校比较近很方便,1
三个人去吃的吃的很饱披萨还没吃完光谷二期店的环境很不错味道也不错赞一个唯一美中不足的是可能因为是团购的工作人员引我们入座后半天没有服务员过来招待,1
还可以服务和菜品都不错带宝宝出门吃秀玉明智的选择环境不错就是座位显得略微拥挤,1
团购很划算东西也挺好吃的两个人披萨吃不下打包了,1
味道还不错去的不是很晚也没有侯座三个人吃的很饱水果沙拉和红茶都蛮好唯一有点不足的是上餐中间隔得时间有点久了其他的没话说很不错的一次团购,1
环境很好吃的是到人餐真的是太棒了哈哈哈哈就是月号就没有了吗好伤心哪希望以后还有机会能再去团购一次下次就单点那个很好吃的正方体加冰淇淋球的也很好吃,1
经常团购秀玉了团购的还是划算的很披萨比必胜客的好吃多了必胜客的每次吃一块就不想吃了套餐里的披萨每次可以吃半个也不嫌多主要是环境好服务周到适合朋友或恋人出来聊天谈心装修也很不错以后还是会团的,1
去过很多次这次真不行第一次来光谷二期店服务那叫一个差过去坐半天没人理按了几遍服务器还是没人理非要我起身去叫可能是因为是团购的吧批萨不是新鲜的其它东西还行没有上次去的好乐天城店赞一个,0
说说本次团购的亮点和不足吧您的评价将是对其他会员很重要的参考,1
团购卷去消费的服务员的服务态度不怎么好,1
环境超好服务也棒套餐中出了披萨味道差点其他做的味道不错吃的很饱,1
服务很好味道也好今天是星期一人不多所以上菜很快这个价格现在可以吃什么啊但在秀玉吃的很好服务员也很热情以后秀玉的团购我一定大力支持希望秀玉多做活动,1
服务好比较正宗茶超级好喝,1
很不错啊生日那天去的周一所以人不多现在才来评论服务态度挺好的食物不错分量也多很划算的一次团购,1
还可以还可以还可以还可以还可以还可以还可以很好的还可以还可以还可以还可以还可以还可以还可以很好的还可以还可以还可以还可以还可以还可以还可以很好的还可以还可以还可以还可以还可以还可以还可以很好的还可以还可以还可以还可以还可以还可以还可以很好的,1
每次人都好多不过味道确实不错,1
每次团购秀玉都很满意比单点划算好多,1
秀玉一直还不错这个价钱挺划算的,1
感觉很不错噢秀玉还是一如既往的优秀很好吃哦味道很不错环境氛围也很好在西班牙风情街那里环境很好哦推介噢一如既往感谢美团噢很实惠适合朋友休闲去吃噢真的很赞噢这是一定要下的噢,1
安排单子桌子都排错了上东西比不团的慢很多味道还行的吃的挺饱,1
都吃了好久忘记来评价了当时吃的很饱还不错,1
下午茶蛋糕非常好吃西班牙风情街这家店装修风格很喜欢仿佛置身欧洲小镇就是服务有点慢等好久,1
一直觉得团购人的菜个人吃最合适个人可以吃很饱服务态度很好很不错,1
为什么没有二人的套餐呢两个人吃的三至四人的套餐都吃不完有点浪费哦,1
这次的披萨非常好吃三个大人一个小孩吃的很饱当时团购当时用很方便,1
环境超好东西也好吃两个人没吃完服务也很棒不小心按了服务按钮服务员是小跑过来的说了是不小心按到的还对我莞尔一笑,1
别的都还不错就是猪排味道一般,1
环境特别好服务很周到重点是东西好吃又新鲜四个女生去吃感觉分量还可以不是很饱可能我们比较饿下次还会来,1
第二次去了真的不错这次是周五晚上去的光谷店上菜速度很快铁板很热黑椒汁淋到铁板上直冒泡菜品的味道和服务也都很好,1
跟平时消费没什么不同服务口味什么的都很不错两个人吃完全足够,1
秀玉一直都是同学们很喜欢的一家餐厅看到有团购就赶紧定了很满意哦上菜很快也够两个人吃了很超值环境也很好就是人太多了什么时间去人都爆满吃完就去逛街爽一直支持秀玉哦服务也挺不错的赞,1
今天去的人不多点的是元的团购套餐非常划算三个人吃还有多的那个茶也非常好喝就是团购不给筷子和小盘子还自己要整体非常不错值得,1
味道蛮不错分量也很足三个人吃两男一女还剩下半个披萨很划算希望秀玉多办点这种实惠的干货,1
非常超值还不用预约呢一家三口吃得很饱披萨也很好吃牛肉脆豆炒饭也吃掉很多味道不错哦,1
在也不想去第二次了上菜速度太慢了女朋友要的黑胡椒牛排等了快个半小时才上我都吃完半天了,0
服务态度真心很差进去连茶水都木有上叫了几次终究还是没有上再也不去这家了,0
还不错吧两个人吃很饱三个人勉强了,1
还行不过这次周末人很多食物也做得没平时好吃,1
东西很好吃就是太吵了人真多,1
人太多很满意,1
第一次用美团挺实用以后会用的很多,1
服务很不错量足三个人没吃完,1
味道还行就是有点少三个人的比两个人的就多了一个猪扒,1
在光谷二期店消费的环境优雅服务也很周到贴心口感还不错总之是一次很满意的团购下次还会再去,1
是跟朋友一起去过生日很开心另外加了两份牛扒吃得很饱总之很赞啦,1
环境不错味道只能算一般上菜速度慢了点可能是团购的人太多了吧,1
这次团的很满意跟妈妈和老公三个人吃三个人都吃的好饱味道也很好,1
不错只是吃的撑死了套餐两人吃还是有点多建议能把披萨换个其他不是那么顶饱的,1
牛排很好吃人超多给力茶也很滋润很划算超值,1
个人吃不完性价比还是蛮高的,1
儿子很满意都说不错我就没话说很满意,1
很好桂圆红枣茶好好喝而且生日有送一份长寿面,1
一直比较喜欢秀玉的环境和口味但这次服务员态度很不好爱理不理的不满意极了,1
很好在光谷二期吃的服务员太度也没有不好什么的,1
很不错适合三个人吃红枣茶很好喝的,1
两个人吃东西略有点多这个价钱真心很划算服务态度也挺好的,1
说说本次团购的亮点和不足吧您的评价将是对其他会员很重要的参考,1
很划算服务也很好就是双休好多人,1
因为是周末所以猪扒是用冷盘装的不过其他的都很好三个人吃很饱很不错哟,1
吃的很爽两人吃吃到饱喝的也很给力就是为了翻桌率刚吃完就有人收盘子,1
环境非常好第一次去吃还是比较满意的有几个还是回去,1
个人去吃默默地吃撑了味道很好就是人太多了我去的店子茶特别棒,1
味道相当好有道菜因为服务生开会迟迟木有上来,1
很超值环境也不错服务员业务不太熟练但是态度很好,1
真心感觉没有广埠屯店的环境好牛扒做的也没有那边好吃,1
环境好服务好吃的也很丰富真心的觉得不错就是人太多有一点难等,1
分量挺足的吃的比较好我就不明白为什么光谷一期的不支持果断的去二期不错很划算,1
整体来说还可以就是最后一个牛排上的慢可能是星期天人比较多吧情有可原希望继续保持,1
如果是光谷请去西班牙风情街那一家,1
团购的不是很热情啊,1
就是中途换了个菜结果吃了两样一样的牛排猪排没有了还忽悠我们说牛排比猪排贵,1
意大利你好不好吃其他都很好环境也不错红枣茶很好喝,1
服务态度超好东西超好吃超好喝,1
味道一如既往的好很适合朋友小聚,1
东西好吃服务态度有的好有的不好,1
红枣茶特别特别满意服务态度很好味道也不错四个人一起分量也满足很好的一次团购会下次来,1
分量还可以帮同学买的很满意在光谷蛮方便,1
经常来味道很不错,1
挺划算态度和食物没有因是团购有什么区别对待,1
东西很多就是不知道去了能不能加钱换别的,1
绝对的物美价廉环境优雅一直信赖秀玉,1
服务很好东西也很好吃非常不错三个人吃非常好,1
超棒,1
一般吧没有太多特色都是普通的食品,1
三人餐很划算单点了个牛蛙饭秀玉是经常去但还是第一次团购,1
味道还不错那个红枣茶挺好喝的,1
不错挺划算还把披萨打包回家了,1
三个人吃的味道不错分量也很足记得在一楼做电梯,1
还不错三人吃正好就是水果沙拉分量少了点,1
蛮满意的两个人吃可以吃撑服务态度也不错,1
很好两个人去吃分量很多服务也好环境也很好,1
整体来说还不错环境超不错就是团购食物希望多样化丰富些就好了,1
很好的地方希望下次还会去选择这个地方就是因为服务态度好服务很到位然后位置也不错很好找到了没有提前踩点效果方面也挺好所以给本商家打分还是很下得了手希望继续获得这么好的团购希望下次继续去并且推荐朋友,1
分量足三个人吃没问题秀玉环境好是当然的啦,1
非常好口味和服务态度都非常好,1
嗯感觉不错服务也不错就是披萨味道一般,1
味道一般分量不错服务和环境都还行,1
猪扒比想象中的好吃人也不是很多不错,1
上菜速度蛮快味道不错,1
还行吧三个人吃太多了四个人又少了主食很尴尬的团购,1
感觉和普通的分量相比少了点不知道是不是团购的原因,1
味道不错服务真心赞以后还会去的,1
很不错还加了个下午茶很划算味道不错,1
挺划算的个人还没吃完不错不错,1
很不错就是现在没有了希望以后还出一样的,1
第二次吃了味道很好环境也不错服务态度也好性价比很高希望以后还有更好的团购,1
味道一般服务很好环境也不错,1
披萨不好吃其他的还好吧,1
人真的很多上菜速度很有点慢建议周末不要去,1
还行,1
人有点多牛排分量感觉像变少了,1
很好吃尤其是水果沙拉环境赞,1
很好喜欢,1
一如既往的支持只是不知道为什么现在光谷店的没有团购了不过我和老公几乎每个星期都会去吃一餐大爱泰皇炒饭必点的哦我个人觉得西班牙风情街的比较好吃就是分量没有以前多了希望能有更多的优惠活动加油,1
一开始以为是楼上那家在外面还排了好久的队结果才发现团购错了跑到西班牙风情街好不容易才找到那时候已经有点兴致缺缺了不过东西还算不错吧价格算起来挺划算的环境也不错就是那个茶实在不敢恭维不知道啥味儿,1
服务和环境都不错不过当时团购选择的菜品朋友不是很满意煲仔饭基本都没吃太油腻了,1
环境很好味道也不错就是找门进去找了半天,1
很不错的一眼评分晚了但是秀玉一直是不错的去处环境舒适安静适合喝茶聊天朋友小聚赞一个还回来,1
披萨难吃整体性价比不高环境可以,1
非常满意好评味道也还不错分量很足两个人吃到撑呵呵呵整体东西还不错物美价廉啦环境没的说服务也很周到只是光谷有两个秀玉找到它的时候花了一点功夫不过好在东西不错之前的辛苦也是值得的啦,1
服务一级棒好贴心呀环境环境超级好好喜欢效果,1
挺好的很划算哦还有披萨意面水果沙拉总是团购很划算在光谷吃的光谷的这家秀玉真是大呢可惜就是在里面掉了只手套呜呜不过味道很好的就是人超多呀排队排了挺久的还好上菜速度快哦下次还会来的,1
味道还行没觉得特别好吃但也不难吃如果按原价的话还是觉得不划算的不过服务比较周到用餐环境也还不错,1
秀玉是经常去的地儿约会谈公事都合适推荐光谷步行街的店很大位置坐的很舒服唯一欠缺的就是有时候服务员态度不太好,1
评价的好晚之前都忘记了一直超喜欢秀玉可惜换了城市以后都很难再吃了,1
以这个消费价位来说菜做的口感算是不错啦牛排烤的可以的炒饭感觉有点枯了还有那个茶的确是不怎么样光谷这边的店坏境还不错光线挺浪漫的两个人吃基本上够了还挺饱的挺适合青年小情侣去约个会什么的服务的态度不错上菜的那个小哥挺帅的以性价比来说挺划算的以后也还会去吧,1
两个人吃不饱又买了一份炒饭非常贵,1
炒饭硬但男朋友觉得好吃这个团购能节假日通用就好了,1
环境口味都很好团购了好几次就是每次的东西都差不多没什么变化希望推出新品团购,1
一次比较满意的商品环境不错就是找地方花了一点时间有点意想不到呀逛累了喝个下午茶非常不错当休息一下呵呵在光谷找个坐的地方也很难的份量也足俩个人吃很适合见意茶能不能有多个选择呀下次去光谷之前还会团一个,1
点的牛排象是隔夜已经做好的温温的没有热气,0
这家秀玉是我去过最好的服务好服务员漂亮完美,1
菜的味道还不错环境也不错就是等餐时间太长了,1
西班牙街的不好吃跟光谷的味道完全不一样,1
还可以口味一般般啦环境挺好的,1
第二次去了在里面吃饭感觉不错,1
分量很足煲仔饭好吃价格实惠就是披萨味道感觉一般,1
适合跟朋友聚会聊天团购的明显比平时的味道差些,1
环境太差了味道还可以小孩很多吵死了我们一桌子坐一起都听不到朋友讲什么,1
就是地点有限制其余的还是很好的,1
来了很多次了下次有还会购买的,1
其实都忘了是什么味道了但依稀记得吃得是挺饱的然后服务和环境都很不错啦大家可以去感受感受,1
团购下午茶以为甜点没多少结果又点了两份饭而且煲仔饭还糊了点了一份烤翅结果两个人会撑死还没吃完服务员都不知道提醒一下不过整体口味还可以,1
糕点冰额度有点硬了西班牙风情街的对团购流程还很不熟搞得我密码要给很多人,1
可以吃到三份主食相当划算啊有木有秀玉多搞这样的活动吧多开分店吧,1
环境挺不错服务也很周到菜也很好吃特别是披萨真心美味啊感觉比必胜客什么的强多了不晓得在哪请的大厨赞一个我去的是光谷步行街西班牙风情街那家连洗手间都设计得很别致啊真是让我没话说太喜欢了,1
各方面都不错就是人多了就照顾不过来了,1
这个杠杠的没的说啊没事就过来吃哈,1
是在光谷西班牙风情街那家店子还可以服务什么的就是有点不太好找问了一些人,1
不错就是找了半天才找到风情街的二期有点累衣服都汗撕了吃一顿不简单啊后来感觉不错,1
很不错元团购中包含两盘西点和一壶红茶在光谷逛累了是个歇脚的好地方,1
一直是我很喜欢去的店家希望一直能有团的机会哦,1
原先说光谷店也可以后来打电话说又不行,1
这次来武汉发现秀玉是一大收获前一天吃的牛排很赞第二天就跑过来团了个下午茶环境优雅适合慵懒的躲在沙发里歇着很不错下次来武汉还要来秀玉噢,1
环境很好东西也很好吃就是要提前一天预约有点麻烦总体还是很棒的,1
武汉很不错的西餐厅哦烤的脆脆的土司上带着冰激凌很好吃女朋友特别喜欢还吃了两次可惜到了北京吃不到了,1
希望秀玉多搞这样的活动哈多开分店,1
希望再来一次这样的团购我都吃了三次了每次都觉得划算啊就是排队时间有点点长,1
希望再来一次这样的团购我都吃了三次了每次都觉得划算啊就是排队时间有点点长,1
环境确实是不错听音乐坐着吃点很舒服,1
希望再来一次这样的团购我都吃了三次了每次都觉得划算啊就是排队时间有点点长,1
一般般吧不能随时退款或过期退比较讨厌,1
环境挺好的坐了一下午但是到了晚上人就太多了里面的油烟也很大晚上不怎么好无线网速不行,1
环境满好服务给力不过量蛮少味道过得去,1
就是当天不能团有点郁闷其他还好了,1
感觉有点浪费就几块糕点甜腻过人伯爵红茶倒是还可以吧其实是和闺蜜去的就想续续旧环境还可以有喝下午茶习惯的妹子可以考虑,1
糕点很好吃服务员姐姐很好哈哈,1
点心太小了看图片介绍挺好的看到实物好失望只能算一般,1
味道还不错份量不多比图上小多了,1
点心都很好吃服务员态度很好,1
除了蛋糕的口味有待改进其他都不错环境很好很划算,1
排队进去等了一个小时茶点心都没送上来,0
团购的很优惠两人正好水果披萨好吃,1
我和朋友去的是光谷西班牙风情街楼的一家店环境优雅舒适宜人双人套餐分量很足朋友的猪扒味道不错我的牛肉脆豆炒饭也很好吃芦荟水果沙拉非常可口清秀佳人喝起来好像是蓝莓或者黑加仑之类的味道的红茶味道不错酸酸甜甜还有一份田园蔬菜披萨也挺好吃的只不过到最后太撑完全吃不下了披萨打包回来这里还要赞一下是免费打包的袋子很精致漂亮第二天早上和朋友在微波炉热热当早餐吃很好吃啊服务员态度也挺好的总之这次团购相当的满意各方,1
秀玉环境一直不错位置在西班牙风情街去得时候没什么人但可能是团购原因等了好久主食还不错双人吃份量够了只是那个披萨真心又硬又难吃红茶看口味朋友喜欢个人无爱,1
为了吃这个跑了几次哎诸多限制等待的时间很长,1
满意团了两次,1
这次团购非常愉快质量有保障,1
环境有点嘈杂分量胃口小的比较适合总体来说还可以,1
服务还行就是下午茶环境还是比较吵杂的不建议周末去,1
整体服务不错但是吃的东西还是不够实惠美味只注重了外观,1
基本满意周末人多上菜速度过慢还需要做部分更换,1
西班牙风情街这个环境不错特别是楼半的吊灯,1
披萨不错水果沙拉还行这个团了几次个人很够吃,1
披萨不错水果沙拉还行这个团了几次个人很够吃,1
平时去都还不错个人不喜欢花茶,1
很不错和朋友谈谈事还是很不错的,1
食量上蛮足的味道也挺好,1
很满意哦实惠的狠以后多弄点实惠的团购爱秀玉,1
超级喜欢秀玉这次团购准备入手,1
还行吧,1
糕点做的非常细粒我很喜欢就是让我等了很久,1
环境挺好的蛋糕好好吃呀分量足,1
还可以吧去玩的时候想到有劵刚好下午茶时间休息一下刚刚好,1
两个人吃很不错哦如果不团购要贵很多,1
商家环境服务态度怎么样菜品服务足量吗,1
已经是第二次团购了环境一流上菜速度也很快很不错,1
口味很好就是地面有点脏兮兮的不过也帮我换了个桌子不过这种事她们应该早点知道的非要我看见了跟他们说了才换了个桌其他的还行吧,1
菜品味道不错上菜速度不稳定有时快有时没那么快,1
环境很不错味道一如既往的好还会再去,1
光谷有家店有一家不接受团购接受团购的那家很难找就是西班牙那家呵呵有点小模糊竟然找了半个小时,1
那天是最后一天去的时候很多人拿号的那个人很不礼貌对她很有意见等了好半天才吃吃的味道也没以前好了红茶都没有点小蜡烛就是那样端上来放在一边味道特别刺总之那天吃的很没心情,1
分量很多团了好几次了很满意,1
好,1
口味一般服务员板着脸跟我欠她钱似的排队之后等了很久才上菜环境不错,1
美食还是不错上餐慢了点可能是周末吧,1
团购是万万的不好的服务跟不上平时的,1
下午茶还可以就是服务人员搞不清楚状况开始还说不能用也不太搭理客人,1
西班牙风情街的店人不多但是环境好东西也好吃便宜特别超值还会再去的,1
很满意性价比高好吃不贵环境优雅服务不错,1
蛋糕一般般还比较腻三个人吃也够,1
物美口感好服务周到环境优雅,1
非常不错值得再次去一下,1
秀玉的环境一向很干静素雅总能有你想要找的清静服务也是很贴心的总在你不经意间端起水杯却发现杯子空了服务员就那么凑巧的经过你身边为你添上解渴的清水呵菜品的味道也不错朋友极力向我推荐那里的煲仔饭品尝过几次味道确实不错哦,1
还行吧茶的话有些茶渣滓哟,1
团购比较划算味道一直没怎么变,1
亲我点的双人套餐菜上的超级慢好不容易朋友的意大利面上来我看着她吃完等她吃完我的牛排也是很久才上来然后轮到她看我吃好吧套餐里面的茶个小时都没送来我隔壁桌都换了第二拨人吃饭了期间很多次找服务员只回复已经和吧台说了要等到后来都已经不理我们了最后在我们强烈的抗议下终于端来一壶茶不是我们套餐中的清秀佳人不说那红色的不知是什么口味的茶难喝的要命最关键的是换了东西和我招呼都不打一个不是第一次去以前从没碰到过这种情况还是说团购的就是这种服务,0
参加过它家的团购很多次了一如既往的好,1
挺不错的经常去不过现在没这活动了,1
猪扒很嫩水果沙拉也很好吃就是那个上三楼的电梯太了估计是商家故意设计的怕上来的人多一时半会招呼不过来有失服务水准了还是建议把人行通道门打开,1
上次去是在周中人很少服务也好上菜什么的也快这次去是周末去的时候人比较多说是团购的服务员就让我们坐那不管了去给别的客人点餐按了呼叫器才过来理我们水果沙拉也少了杨桃炒饭也变少了吃完饭还有很多人在等位还好去的早结论最好周中去周末还是算了猪扒还可以炒饭很好吃披萨一般茶不加糖很难喝加了糖还可以光谷二期西班牙风情街店,1
环境很好说实话用这个价格买了好多蛋糕还有红茶我觉得很划算的下次还来,1
姑娘特别喜欢这地方食品味道也还可以团购比较划算已经参加团购过好几次了以后也会继续关注,1
我去的是光谷西班牙风情街我想说态度真的好好我是提前一天预约的我觉得好好吃清秀佳人也木有想象的那么难喝啊不过确实闻着比喝着美好水货沙拉分量少了点其实最后还是让我们等了好久呃大概半小时吧不过那么多人还好啦意粉其实是意面然后番茄的蛮开胃的猪排很软不错可能就只是比萨相对不好吃吧最后打包带回来了总之很满意很划算希望以后有更多活动而且打包的盒子很好看是免费的哟,1
味道挺好带家人去的都挺满意,1
很多次了划算两女孩子去吃有点多,1
感觉光谷西班风情街店对待团购和临客有双重标准服务态度不极积得知我们是团购后半天叫不来服务员特别是那个什么玫瑰茶要多难喝就有多难喝其它东西一般,1
已经去了好多次了环境好服务号下次还会团的呵呵吃的喝的都有了喜欢啊,1
还可以就是服务员太少上菜速度很慢,1
说真的跟不团购直接去吃没啥子差别,1
貌似都有这样一个特点瞧不起团购的客人,1
这次的团购真的很划算两个人都没吃完之后就涨价了,1
团购的上菜慢服务差如果不是味道可以就要发飙了,1
一直以来都支持秀玉环境舒适消费适中,1
在西班牙风情街使用的环境不错人少服务态度特别好特别实惠下次还要团,1
团购之外另点的蜂蜜厚多士是我的最爱吖除了饭有点生硬以外别的都不错环境也不错服务态度比光谷步行街另外那家好的不止五百倍,1
一般般在没有什么好吃的时候还是会愿意再去,1
下着大雨又饿衣服又湿跑到光谷西班牙风情街里的秀玉三楼去用餐坐下来把团购券给服务员谁知她说没预约不能消费我说我人都来了外面又下着雨而且秀玉店里的用餐人也不是很多可是服务员就是说不能消费郁闷希望该店能以人为本灵活变通点,0
这个店家不错哈,1
服务还比较满意啦跟闺蜜两个去吃的还蛮开心啦,1
两人份的分量很足就是可能是团购的吧很有点慢好在味道蛮好,1
团购餐的质量不怎么好等了很久人太多了,1
我的柠檬水呢怎么成白开水了,1
光谷西班牙风情街点速度太慢了慢就算了别人后来的居然菜先上齐这个我就无语的不知道是不是歧视团购我觉得就是那这样还搞团购干嘛去看你们脸色吃的最后还有一个菜都没上实在等不下去下次再也不去了很伤心的一次团购一肚子的活好心情都没了,0
很不错哦东西很多服务也很好,1
非常哦感觉环境非常好而且东西也好吃,1
总体来说还是很不错的也吃饱啦,1
很满意服务态度很好环境也不错,1
鲁巷西班牙风情街点餐的服务态度太差了坐了半个小时叫了次都没人来点来了之后呢问什么都默然的态度一个快四十岁的女的应该在里面级别不算低的吧目前比较火就不注重态度了长久下去会被这样的人拖垮,0
就是典型秀玉不过这里藏的很隐蔽不怎么用等位,1
东西还蛮好吃的分量也还行去的是光谷二店坏境还蛮好的,1
披萨饼比想象中的难吃其他东西还行环境不错就是不太好找这次是瞎撞到的这个双人餐的分量对男女朋友勉强合适,1
希望菜式多些品种多些再接再厉,1
两人去吃的西班牙风情街店装修环境还行味道也过得去上菜速度服务态度尚可愿意再去消费,1
当天去的时候人好多服务有点慢,1
服务热情环境也好就是味道不怎么样,1
味道还可以最主要是超值啊,1
秀玉依旧不错下次还是会团购哦,1
味道真心不错而且分量很足的环境也很到位逛街累了坐下来休息吃个饭最好的,1
一直觉得秀玉不错小家伙很喜欢下次还来,1
一开始就因为店家的问题有点小不愉快然后团购的餐点也很普通不晓得是不是因为是团购的吃到一半的时候靠近门的地方很多人排队等待然后服务员会大声叫号很吵诸多因素拉低了用餐体验勉强中评,1
味道不错参加团购的选择较少可能生意好吧茶水一催再催等到要走了才送来,1
还可以吧说实话吃的没什么特别的就那样只是觉得那个红茶还可以,1
还不错这个价格这个东西真的算值了,1
其实秀玉总是中规中矩味道服务环境都不错但是人太多了太多了太多了建议不要在周五周末就餐,1
和朋友去吃的提前预约了没有等位不知道是不是因为不是周末的关系但是环境总体还是不错的猪扒和饭都特别好吃茶也不错两个人不够喝披萨不咋地水果还好不知道为什么不能看电影,1
环境很好虽然人多上莱还比较快牛排和披萨好饭一般,1
已经吃过无数次了几乎成了我们家的食堂了环境非常好味道也不错团购的价格更是划算了,1
什么都好很喜欢秀玉但是就是太吵了影响吃饭心情,1
菜味道还是可以的那个茶挺好喝的猪排一般炒饭还可以油可以少放一点的披萨一般去的比较晚服务员说点以后就不能用团购券怎么网上没有这条说明让人很郁闷,1
团购的还不错分量足环境也棒,1
团了好几次了不错希望常有,1
周六去的光谷风情街店清秀佳人竟然不给小茶杯要我们用大水杯来喝清秀佳人和水果沙拉还有田园披萨味道太一般了以后还是得自己去点喜欢吃的东西炒饭味道不错周六去环境很吵感觉没有光谷世界城店环境好,0
很好相比步行街上的那家这家的味道更好一些,1
上菜速度比较慢服务员的服务态度很懈怠叫了很多次都没有人搭理居然有位女服务员说她现在很忙没空真是无语服务态度和上菜速度有待提高菜的味道很好个人吃足够,1
去的光谷二店环境不错菜色无特别惊喜,1
周六去的光谷秀玉上的套餐太慢了一次只上一个人的饭然后就等多分钟再上另一个人的最后一个吃完饭等了一个小时了套餐里的清秀佳人红茶没有方糖问了几个服务员都说不知道问有没有热水回答没有热水那么大个店子连热水也没有也太夸张了点的炒饭那分量叫一个少就一个碗底和第一次去比起来差的太远了,1
